Automobile ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Weight Class ID,Category ID,Model,Model Year,City Range,Highway Range,City Fuel Economy,City Fuel Economy Units,Highway Fuel Economy,Highway Fuel Economy Units,City Gas Fuel Economy,Highway Gas Fuel Economy,Transmission Type,Engine Type,Engine Size,Engine Cylinder Count,Engine Description,Battery Type,Battery Voltage Amps,110v Charge Time,220v Charge Time,Warranty Info,Ordering Info,Description,Comments,Manufacturer,Manufacturer URL,Fuel Code,Fuel,Category,Fuel Configuration Name
10441,35,1,219,"",25,F-450 Super Duty,2012,"","","",mpg,"",mpg,"","",6 speed Automatic,Diesel,6.7L,8,"","","","","","","","","",Ford,http://www.fordvehicles.com,BD,Biodiesel (B20),Truck,Dedicated
10303,41,1,219,"",27,Focus EV,2012,100,"","",mpg,"",mpg,"","","",105 kW e-motor,"","","",Li-Ion,"","","","","",Estimated e-range 100 miles per charge,"",Ford,http://www.fordvehicles.com,ELEC,Electric,Sedan/Wagon,Dedicated
10304,41,1,219,"",9,Ford Azure Transit Connect,2012,"","",62.0,mpge,62.0,mpge,"","","",52 kW e-motor,"","","",Li-Ion,"","","","","",Estimated range 56 miles per charge.,"",Ford,http://www.fordvehicles.com,ELEC,Electric,Van,Dedicated
10297,11,5,219,"",27,Fusion FFV,2012,"","",14.0,mpg,21.0,mpg,20.0,28.0,Automatic / 6 speed,"",3.0L,6,"","","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
10313,45,9,219,"",27,Fusion Hybrid,2012,"","","",mpg,"",mpg,41.0,36.0,ECVT,"",2.5L,4,"",NiMH,"","","","","","","",Ford,http://www.fordvehicles.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10295,11,5,219,"",27,Police Interceptor FWD/AWD,2012,"","","",mpg,"",mpg,"","",Automatic / 6 speed,"",3.5L,6,"","","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
10296,11,5,219,"",29,Police Interceptor Utility FWD/AWD,2012,"","","",mpg,"",mpg,"","",Automatic / 6 speed,"",3.7L,6,"","","","","","","","","",Ford,http://www.fordvehicles.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10305,3,1,219,"",9,Transit Connect CNG,2012,"","","",mpg,"",mpg,"","","","","","","","","","","","","",The Transit Connect is CNG capable with factory installed engine prep pack.,"",Ford,http://www.fordvehicles.com,CNG,CNG - Compressed Natural Gas,Van,Dedicated
10444,35,1,213,"",9,Savana 2500/3500,2012,"","","",mpg,"",mpg,"","",Automatic,Diesel,6.0L,8,"","","","","","","","","",GMC,http://www.gmc.com,BD,Biodiesel (B20),Van,Dedicated
10330,3,1,213,"",9,Savana 2500/3500,2012,"","","","","","","","",Automatic / 6 speed,"",6.0L,8,"","","","","","","",CNG capable with factory-installed engine prep pack.,"",GMC,http://www.gmc.com,CNG,CNG - Compressed Natural Gas,Van,Dedicated
10332,11,5,213,"",9,Savana 2500/3500,2012,"","",8.0,mpg,12.0,mpg,11.0,17.0,Automatic,"",4.8L,8,"","","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
10328,11,5,213,"",9,Savana G1500,2012,"","",10.0,mpg,13.0,mpg,13.0,18.0,Automatic / 4 speed,"",5.3L,8,"","","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
10344,11,5,213,"",25,Sierra 1500 FFV,2012,"","",9.0,mpg,13.0,mpg,13.0,18.0,Automatic / 6 speed,"",6.2L,8,"","","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
10340,11,5,213,"",25,Sierra 1500 FFV,2012,"","",10.0,mpg,14.0,mpg,14.0,19.0,Automatic / 6 speed,"",4.8L,8,"","","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
10342,11,5,213,"",25,Sierra 1500 FFV,2012,"","",11.0,mpg,16.0,mpg,15.0,21.0,Automatic / 6 speed,"",5.3L,8,"","","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
10350,45,9,213,"",25,Sierra 1500 Hybrid,2012,"","","",mpg,"",mpg,20.0,23.0,Automatic / 4 speed,"",6.0L,8,"",NiMH,"","","","","","","",GMC,http://www.gmc.com,HYBR,Hybrid Electric,Truck,Hybrid Electric
10446,35,1,213,"",25,Sierra 2500/3500,2012,"","","",mpg,"",mpg,"","",Automatic,Diesel,6.6L,8,"","","","","","","","","",GMC,http://www.gmc.com,BD,Biodiesel (B20),Truck,Dedicated
10352,11,5,213,"",29,Terrain 2.4L FFV,2012,"","",15.0,mpg,22.0,mpg,22.0,32.0,Automatic / 6 speed,"",2.4L,4,"","","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10353,11,5,213,"",29,Terrain 3.0L FFV,2012,"","",12.0,mpg,18.0,mpg,17.0,24.0,Automatic / 6 speed,"",3.0L,6,"","","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10346,11,5,213,"",29,Yukon 1500 2WD/4WD FFV,2012,"","",11.0,mpg,16.0,mpg,15.0,21.0,Automatic / 6 speed,"",5.3L,8,"","","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10335,45,9,213,"",29,Yukon 1500 Hybrid,2012,"","","",mpg,"",mpg,20.0,23.0,Automatic / 4 speed,"",6.0L,8,"",NiMH,"","","","","","","",GMC,http://www.gmc.com,HYBR,Hybrid Electric,SUV,Hybrid Electric
10348,11,5,213,"",29,Yukon Denali 2WD/4WD FFV,2012,"","",10.0,mpg,14.0,mpg,14.0,18.0,Automatic / 6 speed,"",6.2L,8,"","","","","","","","","",GMC,http://www.gmc.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10355,45,9,209,"",27,Civic Hybrid,2012,"","","",mpg,"",mpg,44.0,44.0,CVT,"",1.5L,4,"",Li-Ion,"","","","","","","",Honda,http://automobiles.honda.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10358,3,1,209,"",27,Civic NGV,2012,"","",24.0,mpgge,36.0,mpgge,"","",Automatic / 5 speed,"",1.8L,4,"","","","","","","","","",Honda,http://automobiles.honda.com,CNG,CNG - Compressed Natural Gas,Sedan/Wagon,Dedicated
10356,45,9,209,"",27,CR-Z Hybrid,2012,"","","",mpg,"",mpg,31.0,37.0,Manual / 6 speed,"",1.5L,4,"",NiMH,"","","","","","","",Honda,http://automobiles.honda.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10357,41,1,209,"",27,Fit EV,2012,100,"","",mpg,"",mpg,"","",3 mode / 1 speed,"","","","",Li-Ion,"","","","","","","",Honda,http://automobiles.honda.com,ELEC,Electric,Sedan/Wagon,Dedicated
10354,45,9,209,"",27,Insight,2012,"","","",mpg,"",mpg,40.0,43.0,CVT,"",1.3L,4,"",NiMH,"","","","","","","",Honda,http://automobiles.honda.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10359,45,9,351,"",27,Sonata Hybrid,2012,"","","",mpg,"",mpg,35.0,40.0,Automatic / 6 speed,"",2.4L,4,"",Li-poly,"","","","","","","",Hyundai,http://www.hyundaiusa.com/,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10360,45,9,359,"",27,M35h Hybrid,2012,"","","",mpg,"",mpg,27.0,32.0,Automatic / 7 speed,"",3.5L,6,"",NiMH,"","","","","","","",Infiniti,http://www.infinitiusa.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10292,11,5,275,"",29,Grand Cherokee,2012,"","",13.0,mpg,17.0,mpg,17.0,23.0,Automatic / 5 speed,"",3.6L,6,"","","","","","","","","",Jeep,https://www.fleet.chrysler.com/fleetcda/fleetusa,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10361,45,9,361,"",27,Optima Hybrid,2012,"","","",mpg,"",mpg,35.0,40.0,Automatic / 6 speed,"",2.4L,4,"",Li-poly,"","","","","","","",Kia,http://www.kia.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10362,45,9,243,"",27,CT 200h,2012,"","","",mpg,"",mpg,43.0,40.0,ECVT,"",2.5L,4,"",NiMH,"","","","","","","",Lexus,"",HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10364,45,9,243,"",27,GS 450h,2012,"","","",mpg,"",mpg,22.0,25.0,ECVT,"",3.5L,6,"",NiMH,"","","","","","","",Lexus,"",HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10363,45,9,243,"",27,HS 250h,2012,"","","",mpg,"",mpg,35.0,34.0,ECVT,"",2.5L,4,"",NiMH,"","","","","","","",Lexus,"",HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10366,45,9,243,"",27,LS 600h L,2012,"","","",mpg,"",mpg,19.0,23.0,ECVT / 8 speed,"",5.0L,8,"",NiMH,"","","","","","","",Lexus,"",HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10365,45,9,243,"",29,RX 450h,2012,"","","",mpg,"",mpg,30.0,28.0,ECVT,"",3.5L,6,"",NiMH,"","","","","","","",Lexus,"",HYBR,Hybrid Electric,SUV,Hybrid Electric
10315,45,9,227,"",27,MKZ Hybrid,2012,"","","",mpg,"",mpg,41.0,36.0,ECVT,"",2.5L,4,"",NiMH,"","","","","","","",Lincoln,http://www.lincoln.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10314,11,5,227,"",29,Navigator 2WD/4WD,2012,"","",10.0,mpg,15.0,mpg,14.0,20.0,Automatic / 6 speed,"",5.4L,8,"","","","","","","","","",Lincoln,http://www.lincoln.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10367,11,5,229,"",29,Tribute,2012,"","",13.0,mpg,17.0,mpg,18.0,23.0,Automatic / 6 speed,"",3.0L,4,"","","","","","","","","",Mazda,http://www.mazdausa.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10368,11,5,239,"",27,C300 4MATIC FFV,2012,"","",13.0,mpg,18.0,mpg,18.0,25.0,Automatic / 7 speed,"",3.0L,6,"","","","","","","","","",Mercedes-Benz,http://www.mbusa.com/mercedes/,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
10370,9,7,239,"",27,F-Cell,2012,"","","",mpg,"",mpg,52.0,53.0,"",PEM Fuel Cell,100 kW,"","","","","","","","","","",Mercedes-Benz,http://www.mbusa.com/mercedes/,H2,Hydrogen Fuel Cell,Sedan/Wagon,Fuel Cell
10369,45,9,239,"",27,S400 Hybrid,2012,"","","",mpg,"",mpg,19.0,25.0,Automatic / 7 speed,"",3.5L,6,"",Li-Ion,"","","","","","","",Mercedes-Benz,http://www.mbusa.com/mercedes/,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10371,41,1,263,"",27,Mitusbishi i,2012,100,"",126.0,MPGe,99.0,MPGe,"","","",66 kW e-motor,"","","",Li-Ion,"","","","","",Estimated electric range 56 miles per charge.,"",Mitsubishi,http://www.mitsubishicars.com/MMNA/jsp/find.do?loc=en-us,ELEC,Electric,Sedan/Wagon,Dedicated
10374,45,9,217,"",27,Altima Hybrid,2012,"","","",mpg,"",mpg,33.0,33.0,Automatic / Variable,"",2.5L,4,"",NiMH,"","","","","","","",Nissan,http://www.nissanusa.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10372,11,5,217,"",29,Armada 2WD,2012,"","",9.0,mpg,13.0,mpg,12.0,19.0,Automatic / 5 speed,"",5.6L,8,"","","","","","","","","",Nissan,http://www.nissanusa.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10375,41,1,217,"",27,Leaf,2012,100,"",106.0,MPGe,92.0,MPGe,"","",Automatic / 1 speed,80 kW e-motor,"","","",Li-Ion,"","","","","",Estimated electric range 72 miles per charge.,"",Nissan,http://www.nissanusa.com,ELEC,Electric,Sedan/Wagon,Dedicated
10373,11,5,217,"",25,Titan 2WD/4WD,2012,"","",9.0,mpg,13.0,mpg,13.0,18.0,Automatic / 5 speed,"",5.6L,8,"","","","","","","","","",Nissan,http://www.nissanusa.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
10376,45,9,391,"",29,Cayenne S Hybrid,2012,"","","",mpg,"",mpg,20.0,24.0,Automatic / 8 speed,"",3.0L,6,"",NiMH,"","","","","","","",Porsche,http://www.porsche.com,HYBR,Hybrid Electric,SUV,Hybrid Electric
10377,45,9,391,"",27,Panamera S Hybrid,2012,"","","",mpg,"",mpg,22.0,30.0,Automatic / 8 speed,"",3.0L,6,"",NiHM,"","","","","","","",Porsche,http://www.porsche.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10293,11,5,349,"",25,1500,2012,"","",10.0,mpg,12.0,mpg,14.0,19.0,Automatic / 6 speed,"",4.7L,8,"","","","","","","","","",Ram,http://www.ramtrucks.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
10442,35,1,349,"",25,2500/3500 HD,2012,"","","",mpg,"",mpg,"","",Automatic,Diesel,6.7L,6,"","","","","","","","","",Ram,http://www.ramtrucks.com,BD,Biodiesel (B20),Truck,Dedicated
10294,53,"",349,"",25,2500/3500 HD,2012,"","","",mpg,"",mpg,"","",Automatic / 6 speed,"",6.7L,6,"","","","","","","","","",Ram,http://www.ramtrucks.com,OTHR,Other,Truck,""
10378,41,1,357,"",27,Model S,2012,"","",88.0,MPGe,90.0,MPGe,"","",Auto,e-motor,300 kW,"","",Li-Ion,"","","","","","","",Tesla Motors,http://www.teslamotors.com,ELEC,Electric,Sedan/Wagon,Dedicated
10383,45,9,221,"",27,Camry Hybrid,2012,"","","",mpg,"",mpg,31.0,35.0,ECVT,"",2.4L,4,"",NiMH,"","","","","","","",Toyota,http://www.toyota.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10384,45,5,221,"",29,Highlander Hybrid,2012,"","","",mpg,"",mpg,28.0,28.0,ECVT,"",3.5L,6,"",NiMH,"","","","","","","",Toyota,http://www.toyota.com,HYBR,Hybrid Electric,SUV,Flexible Fuel
10381,45,9,221,"",27,Prius Hybrid,2012,"","","",mpg,"",mpg,51.0,48.0,ECVT,"",1.8L,4,"",NiMH,"","","","","","","",Toyota,http://www.toyota.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10385,57,9,221,"",27,Prius Plug-in Hybrid,2012,"","",95.0,mpge,"",mpg,51.0,49.0,ECVT,60 kW e-motor,1.8L,4,"",Li-Ion,"","","","","",Estimated electricity plus gasoline range of up to 11 miles per charge.,"",Toyota,http://www.toyota.com,PHEV,Plug-in Hybrid Electric,Sedan/Wagon,Hybrid Electric
10382,45,9,221,"",29,Prius V,2012,"","","",mpg,"",mpg,44.0,40.0,ECVT,"",1.8L,4,"",NiMH,"","","","","","","",Toyota,http://www.toyota.com,HYBR,Hybrid Electric,SUV,Hybrid Electric
10386,41,1,221,"",29,RAV4 EV,2012,100,"","",mpg,"",mpg,"","","","","","","",Li-Ion,"","","","","","","",Toyota,http://www.toyota.com,ELEC,Electric,SUV,Dedicated
10380,11,5,221,"",29,Sequoia 4WD FFV,2012,"","",9.0,mpg,12.0,mpg,12.0,17.0,Automatic / 6 speed,"",5.7L,8,"","","","","","","","","",Toyota,http://www.toyota.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10379,11,5,221,"",25,Tundra 4WD FFV,2012,"","",10.0,mpg,13.0,mpg,13.0,17.0,Automatic / 6 speed,"",5.7L,8,"","","","","","","","","",Toyota,http://www.toyota.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
10302,3,1,247,"",29,MV-1,2012,290,"",11.0,GGE,16.0,GGE,"","",Automatic / 4 speed,"",4.6L,8,"","","","","","","","","",Vehicle Production Group,"",CNG,CNG - Compressed Natural Gas,SUV,Dedicated
10387,11,5,347,"",29,Routan FFV,2012,"","",12.0,mpg,18.0,mpg,17.0,25.0,Automatic / 6 speed,"",3.6L,6,"","","","","","","","","",Volkswagen,http://www.vw.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10388,45,9,347,"",29,Touareg Hybrid,2012,"","","",mpg,"",mpg,20.0,24.0,Automatic / 8 speed,"",3.0L,6,"",NiMH,"","","","","","","",Volkswagen,http://www.vw.com,HYBR,Hybrid Electric,SUV,Hybrid Electric
10389,41,1,241,"",27,LiFe,2012,100,"","",mpg,"",mpg,"","","",15 kW e-motor,"","","","","","","","","","","","Wheego Electric Cars, Inc.","",ELEC,Electric,Sedan/Wagon,Dedicated
10098,11,5,355,"",27,Continental Flying Spur,2011,"","",8.0,mpg,13.0,mpg,11.0,18.0,Automatic,"",6.0L,12,"","","","","","","","","",Bentley Motors,http://www.bentleymotors.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
10097,11,5,355,"",27,Continental GTC,2011,"","",8.0,mpg,13.0,mpg,11.0,18.0,Automatic,"",6.0L,12,"","","","","","","","","",Bentley Motors,http://www.bentleymotors.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
10096,11,5,355,"",27,Continental Supersport,2011,"","",8.0,mpg,14.0,mpg,12.0,19.0,Automatic,"",6.0L,12,"","","","","","","","","",Bentley Motors,http://www.bentleymotors.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
10099,45,9,211,"",27,Active Hybrid 7,2011,"","",17.0,mpg,24.0,mpg,"","",Semi-Automatic,"",4.4L,8,"",Li-Ion,126,"","","","","","",BMW,www.bmwusa.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10100,45,9,211,"",27,Active Hybrid 7L,2011,"","",17.0,mpg,24.0,mpg,"","",Semi-Automatic,"",4.4L,8,"",Li-Ion,126,"","","","","","",BMW,www.bmwusa.com,HYBR,Hybrid Electric,Sedan/Wagon,Hybrid Electric
10101,45,9,211,"",29,Active Hybrid X6,2011,"","",17.0,mpg,19.0,mpg,"","",Semi-Automatic,"",4.4L,8,"",NiMH,"","","","","","","",BMW,www.bmwusa.com,HYBR,Hybrid Electric,SUV,Hybrid Electric
10004,11,5,235,"",27,Lucerne CX,2011,"","",13.0,mpg,20.0,mpg,17.0,27.0,Automatic / 4 speed,"",3.9L,6,"","","","","","","","","",Buick,http://www.buick.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
10040,11,5,235,"",27,Regal Automatic,2011,"","",13.0,mpg,21.0,mpg,18.0,28.0,Automatic,"",2.0L,4,"","","","","","","","","",Buick,http://www.buick.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
10144,11,5,235,"",27,Regal Manual,2011,"","",15.0,mpg,22.0,mpg,20.0,32.0,Manual / 6 speed,"",2.0L,4,"","","","","","","","","",Buick,http://www.buick.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
10074,11,5,231,"",29,Escalade 2WD,2011,"","",10.0,mpg,15.0,mpg,14.0,18.0,Automatic / 6 speed,"",6.2L,8,"","","","","","","","","",Cadillac,http://www.cadillac.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10145,11,5,231,"",29,Escalade AWD,2011,"","",10.0,mpg,14.0,mpg,13.0,18.0,Automatic / 6 speed,"",6.2L,8,"","","","","","","","","",Cadillac,http://www.cadillac.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10146,11,5,231,"",29,Escalade ESV 2WD,2011,"","",10.0,mpg,15.0,mpg,14.0,18.0,Automatic / 6 speed,"",6.2L,8,"","","","","","","","","",Cadillac,http://www.cadillac.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10147,11,5,231,"",29,Escalade ESV AWD,2011,"","",9.0,mpg,13.0,mpg,13.0,18.0,Automatic / 6 speed,"",6.2L,8,"","","","","","","","","",Cadillac,http://www.cadillac.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10148,11,5,231,"",29,Escalade Ext AWD,2011,"","",9.0,mpg,13.0,mpg,13.0,18.0,Automatic / 6 speed,"",6.2L,8,"","","","","","","","","",Cadillac,http://www.cadillac.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10075,45,9,231,"",29,Escalade Hybrid,2011,"","",20.0,mpg,23.0,mpg,"","",Automatic / Variable,"",6.0L,8,"","","","","","","","","",Cadillac,http://www.cadillac.com,HYBR,Hybrid Electric,SUV,Hybrid Electric
10041,11,5,215,"",29,Avalanche 1500 4WD,2011,"","",11.0,mpg,16.0,mpg,15.0,21.0,Automatic,"",5.3L,8,"","","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10042,11,5,215,"",29,Equinox AWD,2011,"","",12.0,mpg,17.0,mpg,16.0,22.0,Automatic / 6 speed,"",3.0L,6,"","","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10150,11,5,215,"",29,Equinox FWD,2011,"","",12.0,mpg,18.0,mpg,17.0,24.0,Automatic / 6 speed,"",3.0L,6,"","","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10067,11,5,215,"",9,Express 1500 Cargo Van,2011,"","",10.0,mpg,13.0,mpg,13.0,17.0,Automatic / 4 speed,"",5.3L,8,"","","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
10068,11,5,215,"",9,Express 2500 Passenger Van,2011,"","",8.0,mpg,12.0,mpg,10.0,16.0,Automatic / 4 speed,"",6.0L,8,"","","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
10046,11,5,215,"",29,HHR FWD Automatic,2011,"","",15.0,mpg,21.0,mpg,22.0,30.0,Automatic / 4 speed,"",2.4L,4,"","","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10010,11,5,215,"",29,HHR FWD Manual,2011,"","",16.0,mpg,23.0,mpg,22.0,32.0,Manual / 5 speed,"",2.2L,4,"","","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10149,11,5,215,"",29,HHR FWD Manual,2011,"","",16.0,mpg,23.0,mpg,22.0,32.0,Manual / 5 speed,"",2.2L,4,"","","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10003,11,5,215,"",27,Impala LS,2011,"","",14.0,mpg,22.0,mpg,19.0,29.0,Automatic,"",3.5L,6,"","","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
10002,11,5,215,"",27,Malibu LS,2011,"","",15.0,mpg,23.0,mpg,22.0,33.0,"","",2.4L,4,"","","","","","","",Available for fleets and government agencies only.,"",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
10180,11,5,215,"",25,Silverado 1500 2WD,2011,"","",10.0,mpg,14.0,mpg,14.0,19.0,Automatic / 4 speed,"",4.8L,8,"","","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
10045,11,5,215,"",25,Silverado 1500 4WD,2011,"","",9.0,mpg,13.0,mpg,12.0,18.0,Automatic,"",6.2L,8,"","","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
10078,45,9,215,"",25,Silverado 1500 Hybrid,2011,"","",20.0,mpg,23.0,mpg,"","",Automatic / Variable,"",6.0L,8,"","","","","","","","","",Chevrolet,http://www.chevrolet.com,HYBR,Hybrid Electric,Truck,Hybrid Electric
10043,11,5,215,"",29,Suburban 1500 4WD,2011,"","",11.0,mpg,16.0,mpg,15.0,21.0,Automatic / 6 speed,"",5.3L,8,"","","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10044,11,5,215,"",29,Tahoe 1500 4WD,2011,"","",11.0,mpg,16.0,mpg,15.0,21.0,Automatic / 6 speed,"",5.3L,8,"","","","","","","","","",Chevrolet,http://www.chevrolet.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10076,45,9,215,"",29,Tahoe 1500 Hybrid,2011,"","",20.0,mpg,23.0,mpg,"","",Automatic / Variable,"",6.0L,8,"","","","","","","","","",Chevrolet,http://www.chevrolet.com,HYBR,Hybrid Electric,SUV,Hybrid Electric
10126,57,"",215,"",27,Volt,2011,"",380,0.36,KWh/m,0.37,KWh/m,35.0,40.0,"","",1.4L,4,"",Lithium-ion,"","","","","","","",Chevrolet,http://www.chevrolet.com,PHEV,Plug-in Hybrid Electric,Sedan/Wagon,""
10120,11,5,223,"",27,200,2011,"","",14.0,mpg,21.0,mpg,19.0,29.0,Automatic / 6 speed,"",3.6L,6,"","","","","","","","","",Chrysler,http://www.chrysler.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
10121,11,5,223,"",27,300,2011,"","",13.0,mpg,19.0,mpg,18.0,27.0,Automatic / 5 speed,"",3.6L,6,"","","","","","","","","",Chrysler,http://www.chrysler.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
10090,11,5,223,"",9,Town & Country,2011,"","",12.0,mpg,17.0,mpg,17.0,24.0,Automatic / 4 speed,"",3.3L,6,"","","","","","","","","",Chrysler,http://www.chrysler.com,E85_GSLN,Ethanol (E85),Van,Flexible Fuel
10122,11,5,225,"",27,Avenger,2011,"","",14.0,mpg,21.0,mpg,19.0,29.0,Automatic,"",3.6L,6,"","","","","","","","","",Dodge,http://www.dodge.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
10140,11,5,225,"",27,Challenger,2011,"","",13.0,mpg,19.0,mpg,18.0,27.0,Automatic,"",3.6L,6,"","","","","","","","","",Dodge,http://www.dodge.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
10123,11,5,225,"",27,Charger,2011,"","",13.0,mpg,19.0,mpg,18.0,27.0,Automatic / 5 speed,"",3.6L,6,"","","","","","","","","",Dodge,http://www.dodge.com,E85_GSLN,Ethanol (E85),Sedan/Wagon,Flexible Fuel
10087,11,5,225,"",25,Dakota 2WD,2011,"","",9.0,mpg,13.0,mpg,14.0,19.0,Automatic / 5 speed,"",4.7L,8,"","","","","","","","","",Dodge,http://www.dodge.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
10141,11,5,225,"",25,Dakota 4WD,2011,"","",9.0,mpg,13.0,mpg,14.0,19.0,Automatic / 5 speed,"",4.7L,8,"","","","","","","","","",Dodge,http://www.dodge.com,E85_GSLN,Ethanol (E85),Truck,Flexible Fuel
10125,11,5,225,"",29,Durango 2WD,2011,"","",12.0,mpg,17.0,mpg,16.0,23.0,Automatic / 5 speed,"",3.6L,6,"","","","","","","","","",Dodge,http://www.dodge.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
10142,11,5,225,"",29,Durango 4WD,2011,"","",12.0,mpg,16.0,mpg,16.0,22.0,Automatic / 5 speed,"",3.6L,6,"","","","","","","","","",Dodge,http://www.dodge.com,E85_GSLN,Ethanol (E85),SUV,Flexible Fuel
